dt,dt_iso,city_id,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon,is_duplicate
1460732400,2016-04-15 15:00:00 +0000 UTC,2964574,281.15,281.15,281.15,1003,70,6,320,,,,,,,,,75,520,Rain,light intensity shower rain,09d,False
1460736000,2016-04-15 16:00:00 +0000 UTC,2964574,279.15,279.15,279.15,1002,81,5,360,,,,,,,,,75,520,Rain,light intensity shower rain,09d,False
1460739600,2016-04-15 17:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1002,100,7,340,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460743200,2016-04-15 18:00:00 +0000 UTC,2964574,279.15,279.15,279.15,1003,56,7,340,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460750400,2016-04-15 20:00:00 +0000 UTC,2964574,277.15,277.15,277.15,1004,64,6,320,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1460754000,2016-04-15 21:00:00 +0000 UTC,2964574,276.15,276.15,276.15,1004,69,6,320,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1460757600,2016-04-15 22:00:00 +0000 UTC,2964574,275.15,275.15,275.15,1004,100,6,330,,,,,,,,,40,520,Rain,light intensity shower rain,09n,False
1460764800,2016-04-16 00:00:00 +0000 UTC,2964574,275.15,275.15,275.15,1005,100,6,320,,,,,,,,,40,802,Clouds,scattered clouds,03n,False
1460768400,2016-04-16 01:00:00 +0000 UTC,2964574,275.15,275.15,275.15,1005,100,5,320,,,,,,,,,20,801,Clouds,few clouds,02n,False
1460772000,2016-04-16 02:00:00 +0000 UTC,2964574,274.15,274.15,274.15,1006,86,6,320,,,,,,,,,20,801,Clouds,few clouds,02n,False
1460775600,2016-04-16 03:00:00 +0000 UTC,2964574,274.15,274.15,274.15,1006,86,6,310,,,,,,,,,20,801,Clouds,few clouds,02n,False
1460779200,2016-04-16 04:00:00 +0000 UTC,2964574,273.15,273.15,273.15,1006,100,4,310,,,,,,,,,40,802,Clouds,scattered clouds,03n,False
1460782800,2016-04-16 05:00:00 +0000 UTC,2964574,273.15,273.15,273.15,1007,100,4,290,,,,,,,,,20,801,Clouds,few clouds,02n,False
1460786400,2016-04-16 06:00:00 +0000 UTC,2964574,273.15,273.15,273.15,1007,100,5,300,,,,,,,,,20,801,Clouds,few clouds,02d,False
1460790000,2016-04-16 07:00:00 +0000 UTC,2964574,275.15,275.15,275.15,1008,80,5,310,,,,,,,,,20,801,Clouds,few clouds,02d,False
1460793600,2016-04-16 08:00:00 +0000 UTC,2964574,276.15,276.15,276.15,1008,74,5,320,,,,,,,,,20,801,Clouds,few clouds,02d,False
1460797200,2016-04-16 09:00:00 +0000 UTC,2964574,278.15,278.15,278.15,1008,100,6,320,,,,,,,,,20,801,Clouds,few clouds,02d,False
1460800800,2016-04-16 10:00:00 +0000 UTC,2964574,279.15,279.15,279.15,1008,100,6,330,,,,,,,,,20,801,Clouds,few clouds,02d,False
1460804400,2016-04-16 11:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1009,100,5,340,,,,,,,,,20,801,Clouds,few clouds,02d,False
1460808000,2016-04-16 12:00:00 +0000 UTC,2964574,279.15,279.15,279.15,1009,100,4,320,,,,,,,,,40,802,Clouds,scattered clouds,03d,False
1460811600,2016-04-16 13:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1009,52,2,300,,,,,,,,,40,802,Clouds,scattered clouds,03d,False
1460815200,2016-04-16 14:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1010,100,9,320,,,,,,,,,40,802,Clouds,scattered clouds,03d,False
1460818800,2016-04-16 15:00:00 +0000 UTC,2964574,281.15,281.15,281.15,1010,100,5,320,,,,,,,,,40,802,Clouds,scattered clouds,03d,False
1460822400,2016-04-16 16:00:00 +0000 UTC,2964574,281.15,281.15,281.15,1010,52,5,330,,,,,,,,,40,802,Clouds,scattered clouds,03d,False
1460826000,2016-04-16 17:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1010,56,7,330,,,,,,,,,40,802,Clouds,scattered clouds,03d,False
1460829600,2016-04-16 18:00:00 +0000 UTC,2964574,277.15,277.15,277.15,1011,100,7,340,,,,,,,,,40,802,Clouds,scattered clouds,03d,False
1460833200,2016-04-16 19:00:00 +0000 UTC,2964574,277.15,277.15,277.15,1012,100,3,330,,,,,,,,,20,801,Clouds,few clouds,02d,False
1460836800,2016-04-16 20:00:00 +0000 UTC,2964574,276.15,276.15,276.15,1012,69,3,320,,,,,,,,,20,801,Clouds,few clouds,02n,False
1460844000,2016-04-16 22:00:00 +0000 UTC,2964574,274.15,274.15,274.15,1013,74,2,310,,,,,,,,,20,801,Clouds,few clouds,02n,False
1460847600,2016-04-16 23:00:00 +0000 UTC,2964574,273.15,273.15,273.15,1014,100,3,300,,,,,,,,,20,801,Clouds,few clouds,02n,False
1460851200,2016-04-17 00:00:00 +0000 UTC,2964574,272.15,272.15,272.15,1014,86,3,300,,,,,,,,,20,801,Clouds,few clouds,02n,False
1460858400,2016-04-17 02:00:00 +0000 UTC,2964574,272.15,272.15,272.15,1014,86,4,290,,,,,,,,,40,802,Clouds,scattered clouds,03n,False
1460862000,2016-04-17 03:00:00 +0000 UTC,2964574,272.15,272.15,272.15,1014,92,4,290,,,,,,,,,40,802,Clouds,scattered clouds,03n,False
1460865600,2016-04-17 04:00:00 +0000 UTC,2964574,272.15,272.15,272.15,1015,86,3,280,,,,,,,,,40,802,Clouds,scattered clouds,03n,False
1460869200,2016-04-17 05:00:00 +0000 UTC,2964574,272.15,272.15,272.15,1015,86,4,290,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1460872800,2016-04-17 06:00:00 +0000 UTC,2964574,274.15,274.15,274.15,1015,86,4,270,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460876400,2016-04-17 07:00:00 +0000 UTC,2964574,274.15,274.15,274.15,1016,86,4,280,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460880000,2016-04-17 08:00:00 +0000 UTC,2964574,277.15,277.15,277.15,1016,80,5,280,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460883600,2016-04-17 09:00:00 +0000 UTC,2964574,279.15,279.15,279.15,1016,75,6,270,,,,,,,,,40,802,Clouds,scattered clouds,03d,False
1460887200,2016-04-17 10:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1017,100,4,270,,,,,,,,,20,801,Clouds,few clouds,02d,False
1460890800,2016-04-17 11:00:00 +0000 UTC,2964574,281.15,281.15,281.15,1017,52,2,280,,,,,,,,,40,802,Clouds,scattered clouds,03d,False
1460894400,2016-04-17 12:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1017,99,2,300,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460898000,2016-04-17 13:00:00 +0000 UTC,2964574,282.15,282.15,282.15,1017,89,5,280,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460901600,2016-04-17 14:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1017,89,4,270,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460905200,2016-04-17 15:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1017,57,5,280,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460908800,2016-04-17 16:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1017,53,6,260,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460916000,2016-04-17 18:00:00 +0000 UTC,2964574,282.15,282.15,282.15,1017,61,6,260,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460919600,2016-04-17 19:00:00 +0000 UTC,2964574,282.15,282.15,282.15,1017,61,6,260,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460923200,2016-04-17 20:00:00 +0000 UTC,2964574,281.15,281.15,281.15,1018,61,6,250,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1460930400,2016-04-17 22:00:00 +0000 UTC,2964574,281.15,281.15,281.15,1018,65,6,250,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1460937600,2016-04-18 00:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1018,75,7,240,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1460944800,2016-04-18 02:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1018,75,6,230,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1460948400,2016-04-18 03:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1018,81,7,240,,,,,,,,,75,500,Rain,light rain,10n,False
1460952000,2016-04-18 04:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1018,81,6,240,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1460955600,2016-04-18 05:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1018,81,7,240,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1460959200,2016-04-18 06:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1018,81,8,240,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460962800,2016-04-18 07:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1018,81,8,240,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460966400,2016-04-18 08:00:00 +0000 UTC,2964574,281.15,281.15,281.15,1019,81,10,260,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460970000,2016-04-18 09:00:00 +0000 UTC,2964574,282.15,282.15,282.15,1019,76,8,250,,,,,,,,,75,300,Drizzle,light intensity drizzle,09d,False
1460973600,2016-04-18 10:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1019,71,8,280,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460977200,2016-04-18 11:00:00 +0000 UTC,2964574,282.15,282.15,282.15,1020,76,7,270,,,,,,,,,75,520,Rain,light intensity shower rain,09d,False
1460980800,2016-04-18 12:00:00 +0000 UTC,2964574,284.15,284.15,284.15,1020,62,7,280,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460984400,2016-04-18 13:00:00 +0000 UTC,2964574,285.15,285.15,285.15,1020,58,7,280,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460988000,2016-04-18 14:00:00 +0000 UTC,2964574,285.15,285.15,285.15,1021,58,7,280,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460991600,2016-04-18 15:00:00 +0000 UTC,2964574,284.15,284.15,284.15,1021,66,5,290,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460995200,2016-04-18 16:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1022,71,4,310,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1460998800,2016-04-18 17:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1022,66,4,300,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461002400,2016-04-18 18:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1023,66,4,290,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461009600,2016-04-18 20:00:00 +0000 UTC,2964574,282.15,282.15,282.15,1024,70,3,310,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1461013200,2016-04-18 21:00:00 +0000 UTC,2964574,282.15,282.15,282.15,1024,70,2,280,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1461016800,2016-04-18 22:00:00 +0000 UTC,2964574,281.15,281.15,281.15,1025,75,2,280,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1461020400,2016-04-18 23:00:00 +0000 UTC,2964574,281.15,281.15,281.15,1025,75,2,300,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1461024000,2016-04-19 00:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1026,70,2,320,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1461027600,2016-04-19 01:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1026,70,2,310,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1461031200,2016-04-19 02:00:00 +0000 UTC,2964574,279.15,279.15,279.15,1026,81,1,290,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1461034800,2016-04-19 03:00:00 +0000 UTC,2964574,279.15,279.15,279.15,1026,75,1,0,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1461038400,2016-04-19 04:00:00 +0000 UTC,2964574,279.15,279.15,279.15,1027,75,1,270,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1461042000,2016-04-19 05:00:00 +0000 UTC,2964574,279.15,279.15,279.15,1027,75,1,0,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1461045600,2016-04-19 06:00:00 +0000 UTC,2964574,279.15,279.15,279.15,1027,70,1,320,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461049200,2016-04-19 07:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1028,75,1,10,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461052800,2016-04-19 08:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1028,70,1,0,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461056400,2016-04-19 09:00:00 +0000 UTC,2964574,281.15,281.15,281.15,1029,61,2,40,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461060000,2016-04-19 10:00:00 +0000 UTC,2964574,282.15,282.15,282.15,1029,57,1,0,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461063600,2016-04-19 11:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1029,57,2,80,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461067200,2016-04-19 12:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1029,61,2,100,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461070800,2016-04-19 13:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1029,57,2,100,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461074400,2016-04-19 14:00:00 +0000 UTC,2964574,284.15,284.15,284.15,1029,57,3,130,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461078000,2016-04-19 15:00:00 +0000 UTC,2964574,284.15,284.15,284.15,1029,57,3,120,,,,,,,,,20,801,Clouds,few clouds,02d,False
1461081600,2016-04-19 16:00:00 +0000 UTC,2964574,284.15,284.15,284.15,1029,57,3,90,,,,,,,,,20,801,Clouds,few clouds,02d,False
1461085200,2016-04-19 17:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1029,61,4,100,,,,,,,,,20,801,Clouds,few clouds,02d,False
1461088800,2016-04-19 18:00:00 +0000 UTC,2964574,282.15,282.15,282.15,1029,61,4,90,,,,,,,,,0,800,Clear,Sky is Clear,01d,False
1461096000,2016-04-19 20:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1030,70,2,120,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461099600,2016-04-19 21:00:00 +0000 UTC,2964574,280.15,280.15,280.15,1030,70,2,120,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461103200,2016-04-19 22:00:00 +0000 UTC,2964574,277.15,277.15,277.15,1030,86,2,120,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461106800,2016-04-19 23:00:00 +0000 UTC,2964574,276.15,276.15,276.15,1030,86,2,100,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461110400,2016-04-20 00:00:00 +0000 UTC,2964574,274.15,274.15,274.15,1030,100,2,100,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461114000,2016-04-20 01:00:00 +0000 UTC,2964574,274.15,274.15,274.15,1030,100,2,100,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461117600,2016-04-20 02:00:00 +0000 UTC,2964574,273.15,273.15,273.15,1030,100,3,60,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461121200,2016-04-20 03:00:00 +0000 UTC,2964574,274.15,274.15,274.15,1030,100,3,50,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461124800,2016-04-20 04:00:00 +0000 UTC,2964574,276.15,276.15,276.15,1030,100,3,70,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461128400,2016-04-20 05:00:00 +0000 UTC,2964574,274.15,274.15,274.15,1030,100,2,90,,,,,,,,,20,801,Clouds,few clouds,02n,False
1461132000,2016-04-20 06:00:00 +0000 UTC,2964574,276.15,276.15,276.15,1030,93,3,80,,,,,,,,,20,801,Clouds,few clouds,02d,False
1461135600,2016-04-20 07:00:00 +0000 UTC,2964574,278.15,278.15,278.15,1030,93,3,70,,,,,,,,,20,801,Clouds,few clouds,02d,False
1461139200,2016-04-20 08:00:00 +0000 UTC,2964574,282.15,282.15,282.15,1030,81,5,80,,,,,,,,,20,801,Clouds,few clouds,02d,False
1461142800,2016-04-20 09:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1030,76,4,80,,,,,,,,,20,801,Clouds,few clouds,02d,False
1461146400,2016-04-20 10:00:00 +0000 UTC,2964574,285.15,285.15,285.15,1030,66,3,100,,,,,,,,,20,801,Clouds,few clouds,02d,False
1461150000,2016-04-20 11:00:00 +0000 UTC,2964574,285.15,285.15,285.15,1030,66,3,100,,,,,,,,,20,801,Clouds,few clouds,02d,False
1461153600,2016-04-20 12:00:00 +0000 UTC,2964574,285.15,285.15,285.15,1030,71,3,80,,,,,,,,,20,801,Clouds,few clouds,02d,False
1461157200,2016-04-20 13:00:00 +0000 UTC,2964574,286.15,286.15,286.15,1030,62,4,80,,,,,,,,,20,801,Clouds,few clouds,02d,False
1461160800,2016-04-20 14:00:00 +0000 UTC,2964574,286.15,286.15,286.15,1030,58,3,90,,,,,,,,,20,801,Clouds,few clouds,02d,False
1461164400,2016-04-20 15:00:00 +0000 UTC,2964574,286.15,286.15,286.15,1029,58,4,70,,,,,,,,,0,800,Clear,Sky is Clear,01d,False
1461168000,2016-04-20 16:00:00 +0000 UTC,2964574,285.15,285.15,285.15,1029,62,4,60,,,,,,,,,0,800,Clear,Sky is Clear,01d,False
1461171600,2016-04-20 17:00:00 +0000 UTC,2964574,285.15,285.15,285.15,1029,62,5,60,,,,,,,,,0,800,Clear,Sky is Clear,01d,False
1461175200,2016-04-20 18:00:00 +0000 UTC,2964574,284.15,284.15,284.15,1028,62,5,50,,,,,,,,,0,800,Clear,Sky is Clear,01d,False
1461178800,2016-04-20 19:00:00 +0000 UTC,2964574,281.15,281.15,281.15,1027,75,5,40,,,,,,,,,0,800,Clear,Sky is Clear,01d,False
1461182400,2016-04-20 20:00:00 +0000 UTC,2964574,281.15,281.15,281.15,1027,70,3,50,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461189600,2016-04-20 22:00:00 +0000 UTC,2964574,281.15,281.15,281.15,1027,70,4,50,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461193200,2016-04-20 23:00:00 +0000 UTC,2964574,279.15,279.15,279.15,1027,81,3,40,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461196800,2016-04-21 00:00:00 +0000 UTC,2964574,278.15,278.15,278.15,1027,86,3,50,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461200400,2016-04-21 01:00:00 +0000 UTC,2964574,277.15,277.15,277.15,1027,86,3,40,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461204000,2016-04-21 02:00:00 +0000 UTC,2964574,278.15,278.15,278.15,1026,93,4,40,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461207600,2016-04-21 03:00:00 +0000 UTC,2964574,278.15,278.15,278.15,1026,93,4,50,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461211200,2016-04-21 04:00:00 +0000 UTC,2964574,277.15,277.15,277.15,1025,93,2,10,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461214800,2016-04-21 05:00:00 +0000 UTC,2964574,278.15,278.15,278.15,1025,86,3,20,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461218400,2016-04-21 06:00:00 +0000 UTC,2964574,278.15,278.15,278.15,1025,93,4,30,,,,,,,,,0,800,Clear,Sky is Clear,01d,False
1461222000,2016-04-21 07:00:00 +0000 UTC,2964574,281.15,281.15,281.15,1025,87,5,50,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461225600,2016-04-21 08:00:00 +0000 UTC,2964574,282.15,282.15,282.15,1025,81,6,50,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461229200,2016-04-21 09:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1025,66,7,60,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461232800,2016-04-21 10:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1025,66,7,50,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461236400,2016-04-21 11:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1025,66,7,50,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461240000,2016-04-21 12:00:00 +0000 UTC,2964574,285.15,285.15,285.15,1025,50,7,70,,,,,,,,,0,800,Clear,Sky is Clear,01d,False
1461243600,2016-04-21 13:00:00 +0000 UTC,2964574,285.15,285.15,285.15,1025,46,7,60,,,,,,,,,0,800,Clear,Sky is Clear,01d,False
1461247200,2016-04-21 14:00:00 +0000 UTC,2964574,285.15,285.15,285.15,1025,37,7,60,,,,,,,,,0,800,Clear,Sky is Clear,01d,False
1461250800,2016-04-21 15:00:00 +0000 UTC,2964574,285.15,285.15,285.15,1025,40,6,50,,,,,,,,,0,800,Clear,Sky is Clear,01d,False
1461254400,2016-04-21 16:00:00 +0000 UTC,2964574,285.15,285.15,285.15,1024,40,7,50,,,,,,,,,0,800,Clear,Sky is Clear,01d,False
1461258000,2016-04-21 17:00:00 +0000 UTC,2964574,282.661,282.661,282.661,1033,93,5,42,,,,,,,,,92,804,Clouds,overcast clouds,04d,False
1461261600,2016-04-21 18:00:00 +0000 UTC,2964574,282.661,282.661,282.661,1033,93,5,42,,,,,,,,,92,804,Clouds,overcast clouds,04d,False
1461265200,2016-04-21 19:00:00 +0000 UTC,2964574,282.688,282.688,282.688,1034,94,5,39,,,,,,,,,92,804,Clouds,overcast clouds,04n,False
1461268800,2016-04-21 20:00:00 +0000 UTC,2964574,282.688,282.688,282.688,1034,94,5,39,,,,,,,,,92,804,Clouds,overcast clouds,04n,False
1461272400,2016-04-21 21:00:00 +0000 UTC,2964574,282.688,282.688,282.688,1034,94,5,39,,,,,,,,,92,804,Clouds,overcast clouds,04n,False
1461276000,2016-04-21 22:00:00 +0000 UTC,2964574,282.574,282.574,282.574,1033,95,5,55,,,,,,,,,88,804,Clouds,overcast clouds,04n,False
1461279600,2016-04-21 23:00:00 +0000 UTC,2964574,282.574,282.574,282.574,1033,95,5,55,,,,,,,,,88,804,Clouds,overcast clouds,04n,False
1461283200,2016-04-22 00:00:00 +0000 UTC,2964574,282.574,282.574,282.574,1033,95,5,55,,,,,,,,,88,804,Clouds,overcast clouds,04n,False
1461286800,2016-04-22 01:00:00 +0000 UTC,2964574,282.293,282.293,282.293,1033,96,8,88,,,,,,,,,68,803,Clouds,broken clouds,04n,False
1461290400,2016-04-22 02:00:00 +0000 UTC,2964574,282.293,282.293,282.293,1033,96,8,88,,,,,,,,,68,803,Clouds,broken clouds,04n,False
1461294000,2016-04-22 03:00:00 +0000 UTC,2964574,282.293,282.293,282.293,1033,96,8,88,,,,,,,,,68,803,Clouds,broken clouds,04n,False
1461297600,2016-04-22 04:00:00 +0000 UTC,2964574,281.643,281.643,281.643,1033,100,8,81,,,,,,,,,88,804,Clouds,overcast clouds,04n,False
1461301200,2016-04-22 05:00:00 +0000 UTC,2964574,281.643,281.643,281.643,1033,100,8,81,,,,,,,,,88,804,Clouds,overcast clouds,04d,False
1461304800,2016-04-22 06:00:00 +0000 UTC,2964574,281.643,281.643,281.643,1033,100,8,81,,,,,,,,,88,804,Clouds,overcast clouds,04d,False
1461308400,2016-04-22 07:00:00 +0000 UTC,2964574,281.492,281.492,281.492,1034,100,8,72,,,,,,,,,76,803,Clouds,broken clouds,04d,False
1461312000,2016-04-22 08:00:00 +0000 UTC,2964574,281.492,281.492,281.492,1034,100,8,72,,,,,,,,,76,803,Clouds,broken clouds,04d,False
1461315600,2016-04-22 09:00:00 +0000 UTC,2964574,281.492,281.492,281.492,1034,100,8,72,,,,,,,,,76,803,Clouds,broken clouds,04d,False
1461319200,2016-04-22 10:00:00 +0000 UTC,2964574,281.492,281.492,281.492,1034,100,8,72,,,,,,,,,76,803,Clouds,broken clouds,04d,False
1461322800,2016-04-22 11:00:00 +0000 UTC,2964574,281.35400000000004,281.35400000000004,281.35400000000004,1033,100,8,67,,,,,,,,,20,801,Clouds,few clouds,02d,False
1461326400,2016-04-22 12:00:00 +0000 UTC,2964574,281.35400000000004,281.35400000000004,281.35400000000004,1033,100,8,67,,,,,,,,,20,801,Clouds,few clouds,02d,False
1461330000,2016-04-22 13:00:00 +0000 UTC,2964574,281.302,281.302,281.302,1033,100,7,50,,,,,,,,,12,801,Clouds,few clouds,02d,False
1461333600,2016-04-22 14:00:00 +0000 UTC,2964574,281.302,281.302,281.302,1033,100,7,50,,,,,,,,,12,801,Clouds,few clouds,02d,False
1461337200,2016-04-22 15:00:00 +0000 UTC,2964574,281.302,281.302,281.302,1033,100,7,50,,,,,,,,,12,801,Clouds,few clouds,02d,False
1461340800,2016-04-22 16:00:00 +0000 UTC,2964574,281.474,281.474,281.474,1032,100,6,58,,,,,,,,,76,803,Clouds,broken clouds,04d,False
1461344400,2016-04-22 17:00:00 +0000 UTC,2964574,283.15,283.15,283.15,1023,61,7,30,,,,,,,,,40,802,Clouds,scattered clouds,03d,False
1461348000,2016-04-22 18:00:00 +0000 UTC,2964574,282.15,282.15,282.15,1023,61,5,40,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461351600,2016-04-22 19:00:00 +0000 UTC,2964574,280.47,279.82,281.15,1022,65,4,30,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461358800,2016-04-22 21:00:00 +0000 UTC,2964574,278.92,278.71,279.15,1023,70,3,360,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461362400,2016-04-22 22:00:00 +0000 UTC,2964574,278.64,278.15,279.15,1023,75,3,360,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461369600,2016-04-23 00:00:00 +0000 UTC,2964574,276.51,275.93,277.15,1023,80,3,340,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461373200,2016-04-23 01:00:00 +0000 UTC,2964574,276.04,275.93,276.15,1023,86,3,330,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461376800,2016-04-23 02:00:00 +0000 UTC,2964574,273.15,273.15,273.15,1023,100,4,320,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461384000,2016-04-23 04:00:00 +0000 UTC,2964574,273.15,273.15,273.15,1023,100,1,0,,,,,,,,,0,800,Clear,Sky is Clear,01n,False
1461387600,2016-04-23 05:00:00 +0000 UTC,2964574,273.15,273.15,273.15,1023,100,2,280,,,,,,,,,75,803,Clouds,broken clouds,04n,False
1461391200,2016-04-23 06:00:00 +0000 UTC,2964574,275.15,275.15,275.15,1024,93,2,310,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461394800,2016-04-23 07:00:00 +0000 UTC,2964574,276.15,276.15,276.15,1024,86,2,310,,,,,,,,,75,803,Clouds,broken clouds,04d,False
1461398400,2016-04-23 08:00:00 +0000 UTC,2964574,279.97,279.82,280.15,1024,81,2,350,,,,,,,,,20,801,Clouds,few clouds,02d,False
1461402000,2016-04-23 09:00:00 +0000 UTC,2964574,281.03,280.93,281.15,1024,75,1,0,,,,,,,,,20,801,Clouds,few clouds,02d,False
1461405600,2016-04-23 10:00:00 +0000 UTC,2964574,282.09,282.04,282.15,1025,70,3,340,,,,,,,,,40,802,Clouds,scattered clouds,03d,False
